school.id,gender,employ,t.score,ID,english,math,grade
3,boy,4,25,75,67,17,4
3,boy,4,25,75,27,22,5
3,boy,7,30,77,48,30,3
3,boy,7,30,77,37,37,5
3,girl,7,20,78,42,26,3
3,girl,7,20,78,30,27,5
3,boy,4,32,79,67,31,3
3,boy,4,32,79,81,28,4
3,girl,4,24,80,52,23,4
3,girl,4,25,82,75,29,3
3,girl,4,25,82,54,36,5
3,boy,4,20,83,20,28,3
3,boy,4,20,83,9,15,5
3,boy,4,30,85,41,28,3
3,boy,4,30,85,64,30,4
3,boy,4,30,85,49,37,5
3,boy,4,25,86,42,19,3
3,boy,4,25,86,73,25,4
4,boy,9,28,87,71,26,3
4,boy,9,28,87,88,25,4
4,boy,9,28,87,67,33,5
4,girl,4,23,88,24,12,3
4,girl,4,23,88,63,15,4
4,girl,4,23,88,18,20,5
4,girl,4,18,89,11,7,3
4,girl,4,18,89,13,4,4
4,girl,4,18,89,35,13,5
4,girl,7,21,90,32,8,3
4,girl,7,21,90,61,8,4
4,girl,7,21,90,21,19,5
4,boy,5,28,91,56,28,3
4,boy,5,28,91,81,23,4
4,boy,5,28,91,27,25,5
4,girl,4,26,92,54,21,3
4,girl,4,26,92,65,16,4
4,girl,4,26,92,30,21,5
4,boy,4,32,93,73,37,3
4,boy,4,32,93,87,34,4
4,boy,4,32,93,67,38,5
4,girl,4,23,94,37,20,3
4,girl,4,23,94,74,25,4
4,girl,4,23,94,43,24,5
4,boy,7,26,95,6,10,3
4,boy,7,26,95,17,19,4
4,boy,7,26,95,15,29,5
4,boy,5,23,96,19,11,3
4,boy,5,23,96,30,9,4
4,boy,5,23,96,25,14,5
4,girl,6,26,97,34,21,3
4,girl,6,26,97,65,19,4
4,girl,6,26,97,35,26,5
4,boy,7,33,98,82,35,3
4,boy,7,33,98,85,36,4
4,boy,7,33,98,74,37,5
4,boy,9,26,99,23,27,3
4,boy,9,26,99,56,17,4
4,boy,9,26,99,37,31,5
4,girl,7,26,100,68,30,3
4,girl,7,26,100,80,25,4
4,girl,7,26,100,50,28,5
4,girl,5,29,101,78,30,3
4,girl,5,29,101,85,29,4
4,girl,5,29,101,54,34,5
4,boy,4,32,102,25,21,3
4,boy,4,32,102,47,26,4
4,boy,4,32,102,37,33,5
4,girl,7,17,103,14,12,3
4,girl,7,17,103,31,8,4
4,girl,7,17,103,12,20,5
4,girl,9,28,104,53,24,3
4,girl,9,28,104,82,29,4
4,girl,9,28,104,60,32,5
4,boy,7,31,105,60,21,3
4,boy,7,31,105,82,25,4
4,boy,7,31,105,53,28,5
4,boy,4,32,107,24,23,3
4,boy,4,32,107,64,25,4
4,boy,4,32,107,29,36,5
4,boy,4,26,108,23,23,3
4,boy,4,26,108,79,26,4
4,boy,4,26,108,49,35,5
4,girl,4,16,109,33,28,3
4,girl,4,16,109,85,26,4
4,girl,4,16,109,56,34,5
4,boy,9,26,110,31,21,3
4,boy,9,26,110,65,28,4
4,boy,9,26,110,27,34,5
4,girl,4,27,111,63,29,3
4,girl,4,27,111,80,29,4
4,girl,4,27,111,50,33,5
5,boy,4,20,115,5,14,3
5,boy,4,20,115,62,6,4
5,boy,4,25,116,8,12,3
5,boy,4,25,116,27,17,4
5,boy,4,25,116,13,25,5
5,boy,3,27,117,43,4,3
5,boy,3,27,117,64,2,4
5,girl,5,23,118,10,11,3
5,girl,5,23,118,17,5,4
5,boy,4,17,119,25,26,3
5,boy,4,17,119,74,32,4
5,boy,4,17,119,42,33,5
5,girl,2,33,122,74,30,3
5,girl,2,33,122,84,32,4
5,girl,2,33,122,66,36,5
5,boy,1,25,124,64,25,3
5,boy,1,25,124,76,33,4
5,boy,1,25,124,52,31,5
5,girl,4,23,125,40,20,3
5,girl,4,23,125,66,22,4
5,girl,4,23,125,23,25,5
5,girl,2,33,126,87,34,3
5,girl,2,33,126,88,33,4
5,girl,2,33,126,92,37,5
5,boy,3,29,127,41,18,3
5,boy,3,29,127,75,29,4
5,boy,3,29,127,32,23,5
5,girl,2,30,128,85,32,3
5,girl,2,30,128,91,33,4
5,girl,2,30,128,79,34,5
5,girl,2,32,129,84,33,3
5,girl,2,32,129,90,37,4
5,girl,2,32,129,82,36,5
5,boy,4,30,130,61,25,3
5,boy,4,30,130,83,33,4
5,boy,4,30,130,64,30,5
5,girl,2,34,132,80,31,3
5,girl,2,34,132,88,36,4
5,girl,2,34,132,84,33,5
5,boy,1,25,134,74,26,4
5,boy,1,25,134,42,23,5
5,boy,2,27,135,51,29,3
5,boy,2,27,135,76,34,4
5,boy,2,27,135,34,32,5
5,girl,4,24,136,50,25,3
5,girl,4,24,136,70,21,4
5,girl,4,24,136,29,21,5
5,girl,4,32,137,82,31,3
5,girl,4,32,137,80,32,4
5,girl,4,32,137,67,34,5
5,boy,2,28,138,87,37,3
5,boy,2,28,138,81,36,4
5,boy,2,28,138,87,38,5
5,boy,2,28,139,64,26,3
5,boy,2,28,139,81,36,4
5,boy,2,28,139,58,36,5
5,girl,9,24,140,45,26,3
5,girl,9,24,140,79,27,4
5,girl,9,24,140,47,33,5
5,girl,5,30,141,72,35,3
5,girl,5,30,141,81,34,4
5,girl,5,30,141,63,36,5
5,girl,1,32,142,82,35,3
5,girl,1,32,142,88,33,4
5,girl,1,32,142,78,37,5
5,girl,1,29,143,73,30,3
5,girl,1,29,143,79,34,4
5,girl,1,29,143,57,34,5
5,girl,3,29,146,64,33,3
5,girl,3,29,146,87,26,4
5,girl,3,29,146,44,28,5
5,boy,1,22,148,65,28,3
5,boy,1,22,148,82,30,4
5,boy,1,22,148,32,30,5
5,boy,9,22,149,39,18,3
5,boy,9,22,149,77,14,4
5,boy,9,22,149,33,25,5
5,boy,1,32,150,53,31,3
5,boy,1,32,150,81,32,4
5,boy,1,32,150,39,37,5
5,boy,2,27,151,89,40,3
5,boy,2,27,151,90,38,4
5,boy,2,27,151,78,36,5
6,boy,4,26,152,14,31,3
6,boy,4,26,152,69,28,4
6,boy,4,27,153,66,16,4
6,boy,4,27,153,28,23,5
6,girl,9,28,154,43,23,3
6,girl,9,28,154,76,16,4
6,girl,6,20,155,59,21,3
6,girl,6,20,155,76,21,4
6,girl,6,20,155,27,28,5
6,boy,4,24,156,48,26,3
6,boy,4,24,156,36,31,5
6,boy,7,30,157,30,26,3
6,boy,7,30,157,59,23,4
6,boy,7,30,157,13,26,5
6,girl,4,19,158,70,24,3
6,girl,4,19,158,79,29,4
6,girl,4,19,158,42,30,5
6,boy,4,31,159,66,29,3
6,boy,4,31,159,82,35,4
6,boy,4,31,159,41,37,5
6,boy,4,26,160,51,27,4
6,boy,4,26,160,12,37,5
6,girl,6,33,161,47,22,4
6,girl,5,26,164,70,21,3
6,girl,5,26,164,80,18,4
6,boy,2,27,167,27,26,3
6,boy,2,27,167,63,23,4
6,girl,4,22,168,75,32,3
6,girl,4,22,168,86,31,4
6,girl,4,22,168,53,32,5
6,girl,7,12,171,50,19,3
6,girl,7,12,171,79,20,4
6,girl,7,12,171,43,24,5
6,girl,9,28,172,69,25,3
6,girl,9,28,172,84,29,4
6,girl,9,28,172,65,33,5
6,girl,4,31,174,68,25,4
6,girl,4,31,174,26,28,5
6,boy,4,28,175,28,30,3
6,boy,4,28,175,57,30,4
6,boy,4,28,175,29,36,5
6,boy,4,34,176,80,33,3
6,boy,4,34,176,86,33,4
6,boy,4,34,176,55,40,5
6,girl,4,23,177,66,31,3
6,girl,4,23,177,85,23,4
6,girl,4,23,177,37,36,5
6,boy,4,27,182,54,28,3
6,boy,4,27,182,78,28,4
6,boy,4,27,182,46,30,5
6,boy,9,24,183,41,25,3
6,boy,9,24,183,75,16,4
6,boy,9,24,183,35,31,5
6,boy,9,29,184,40,30,3
6,boy,9,29,184,44,23,4
6,boy,9,29,184,16,26,5
6,girl,4,23,185,40,28,3
6,girl,4,23,185,51,17,4
6,boy,6,29,188,64,23,3
6,boy,6,29,188,51,22,5
7,girl,7,16,189,32,15,4
7,girl,7,16,189,21,26,5
7,boy,5,14,190,19,8,3
7,boy,5,14,190,33,9,4
7,girl,9,35,191,87,38,3
7,girl,9,35,191,89,36,4
7,girl,9,32,192,66,23,3
7,girl,9,33,193,18,33,3
7,girl,9,33,193,55,31,4
7,girl,9,33,193,30,37,5
7,girl,9,32,194,78,34,3
7,girl,9,32,194,90,39,4
7,girl,9,32,194,71,36,5
7,boy,6,28,195,55,31,3
7,boy,6,28,195,74,31,4
7,boy,6,28,195,39,37,5
7,girl,4,22,196,24,17,3
7,girl,4,22,196,74,24,4
7,girl,4,22,196,67,37,5
7,girl,7,23,197,17,21,3
7,girl,7,23,197,67,31,4
7,girl,7,23,197,24,24,5
7,boy,9,29,198,85,37,3
7,boy,9,29,198,89,35,4
7,boy,9,29,198,88,39,5
7,girl,2,32,200,28,35,3
7,girl,2,32,200,73,34,4
7,girl,2,29,201,40,31,3
7,girl,2,29,201,89,32,4
7,girl,2,29,201,72,38,5
7,boy,9,20,202,55,25,3
7,boy,9,20,202,69,30,4
7,boy,9,20,202,37,33,5
7,girl,9,25,203,31,27,3
7,girl,9,25,203,21,21,4
7,girl,9,25,203,15,32,5
7,girl,4,16,204,15,9,3
7,girl,4,16,204,9,10,4
7,girl,4,16,204,26,21,5
8,girl,8,16,208,35,14,3
8,girl,8,16,208,69,15,4
8,girl,8,16,208,25,19,5
8,boy,4,22,209,37,23,3
8,boy,4,22,209,74,27,4
8,boy,4,22,209,25,30,5
8,girl,4,19,211,37,20,3
8,girl,4,19,211,52,16,4
8,girl,4,19,211,24,27,5
8,boy,5,29,212,73,30,3
8,boy,5,29,212,83,33,4
8,boy,5,29,212,55,33,5
8,girl,4,29,213,75,22,3
8,girl,4,29,213,89,27,4
8,girl,4,29,213,54,31,5
8,boy,5,26,214,69,31,3
8,boy,5,26,214,81,34,4
8,boy,5,26,214,62,29,5
8,girl,4,27,215,61,28,3
8,girl,4,27,215,79,33,4
8,girl,4,27,215,42,35,5
8,boy,7,32,217,54,29,3
8,boy,7,32,217,85,34,4
8,boy,7,32,217,62,38,5
8,boy,4,26,218,35,23,3
8,boy,4,26,218,79,36,4
8,boy,4,26,218,65,37,5
8,girl,5,28,219,70,30,3
8,girl,5,28,219,78,32,4
8,girl,5,28,219,62,33,5
8,boy,2,26,220,87,34,3
8,boy,2,26,220,85,32,4
8,boy,2,26,220,84,35,5
8,girl,4,21,221,27,30,3
8,girl,4,21,221,69,28,4
8,girl,4,21,221,15,25,5
8,girl,4,33,222,48,22,3
8,girl,4,33,222,43,23,4
8,girl,4,33,222,12,30,5
8,girl,7,33,223,88,34,3
8,girl,7,33,223,89,32,4
8,girl,7,33,223,83,35,5
8,boy,3,17,224,15,22,3
8,boy,3,17,224,61,18,4
8,boy,3,17,224,13,21,5
8,girl,9,32,225,55,29,3
8,girl,9,32,225,81,28,4
8,boy,6,24,226,18,17,3
8,boy,6,24,226,39,23,4
8,girl,4,27,227,63,25,3
8,girl,4,27,227,82,24,4
8,girl,4,27,227,38,32,5
8,boy,9,25,228,24,25,3
8,boy,9,25,228,65,24,4
8,boy,9,25,228,29,30,5
8,girl,5,12,229,60,18,3
8,girl,5,12,229,62,18,4
8,girl,5,12,229,23,23,5
8,girl,4,27,230,88,35,3
8,girl,4,27,230,85,28,4
8,girl,4,27,230,68,38,5
8,girl,9,18,232,63,26,3
8,girl,9,18,232,87,23,4
8,girl,9,18,232,47,30,5
8,boy,9,34,233,57,34,3
8,boy,9,34,233,80,31,4
8,boy,9,34,233,40,38,5
8,boy,3,22,234,32,29,3
8,boy,3,22,234,67,30,4
8,boy,3,22,234,42,34,5
8,girl,4,17,235,9,13,3
8,girl,4,17,235,63,20,4
8,girl,4,17,235,26,18,5
8,girl,4,23,236,75,22,4
8,girl,4,23,236,45,21,5
8,girl,9,27,237,49,24,3
8,girl,9,27,237,85,30,4
8,boy,7,27,238,49,22,3
8,boy,7,27,238,85,25,4
8,boy,7,27,238,62,33,5
8,girl,9,27,239,75,25,3
8,girl,9,27,239,88,21,4
8,girl,9,27,239,44,32,5
8,girl,4,22,241,30,28,3
8,girl,4,22,241,77,21,4
8,girl,4,22,241,29,33,5
8,girl,4,17,242,65,21,3
9,boy,4,31,243,73,26,3
9,boy,4,31,243,87,28,4
9,boy,4,31,243,70,32,5
9,girl,1,33,244,84,39,3
9,girl,1,33,244,87,36,4
9,girl,1,33,244,49,37,5
9,girl,4,34,245,83,33,3
9,girl,4,34,245,86,35,4
9,girl,4,34,245,74,35,5
9,girl,3,34,246,88,33,3
9,girl,3,34,246,91,35,4
9,girl,3,34,246,74,36,5
9,girl,2,33,247,88,37,3
9,girl,2,33,247,87,35,4
9,girl,2,33,247,88,37,5
9,boy,1,35,248,88,36,3
9,boy,1,35,248,88,38,4
9,boy,1,35,248,93,39,5
9,boy,2,35,249,71,33,3
9,boy,2,35,249,83,35,4
9,boy,2,35,249,62,37,5
9,boy,2,31,250,89,36,3
9,boy,2,31,250,89,38,4
9,boy,2,31,250,77,38,5
9,boy,3,29,251,16,11,3
9,boy,3,29,251,43,15,4
9,boy,3,29,251,38,17,5
9,boy,4,34,252,27,24,3
9,boy,4,34,252,48,18,4
9,boy,4,34,252,36,32,5
9,boy,2,27,253,39,28,3
9,boy,2,27,253,67,20,4
9,boy,4,32,254,74,30,3
9,boy,4,32,254,81,29,4
9,boy,4,32,254,66,30,5
9,boy,2,30,255,80,23,3
9,boy,2,30,255,82,22,4
9,boy,2,30,255,55,31,5
9,girl,5,28,256,38,26,3
9,girl,5,28,256,67,28,4
9,girl,5,28,256,45,34,5
9,boy,1,36,257,83,33,3
9,boy,1,36,257,88,35,4
9,boy,1,36,257,52,38,5
9,girl,8,31,258,32,26,3
9,girl,8,31,258,62,24,4
9,girl,8,31,258,33,30,5
9,boy,2,35,259,70,34,3
9,boy,2,35,259,81,32,4
9,boy,2,35,259,74,38,5
9,girl,2,34,260,53,25,3
9,girl,2,34,260,84,24,4
9,girl,2,34,260,61,28,5
9,girl,3,29,261,25,29,3
9,girl,3,29,261,79,30,4
9,girl,3,29,261,64,32,5
9,girl,4,26,262,22,18,3
9,girl,4,26,262,64,19,4
9,girl,4,26,262,33,22,5
9,boy,1,28,263,10,13,3
9,boy,1,28,263,23,15,4
9,boy,1,28,263,32,18,5
9,boy,1,20,264,24,16,3
9,boy,1,20,264,21,16,4
9,boy,1,20,264,12,22,5
10,girl,9,19,265,30,24,3
10,girl,9,26,266,33,16,3
10,boy,6,31,267,55,24,3
10,boy,6,31,267,68,32,4
10,boy,4,23,268,11,18,3
10,boy,4,23,268,61,28,4
10,boy,4,22,269,34,21,3
10,boy,4,22,269,76,30,4
10,boy,7,30,270,33,31,3
10,boy,7,30,270,72,29,4
10,girl,4,31,271,73,32,3
10,girl,4,31,271,87,35,4
10,boy,1,24,272,50,23,3
10,boy,1,24,272,75,22,4
10,girl,4,21,273,55,30,3
10,girl,4,21,273,66,31,4
10,girl,3,32,275,81,32,4
10,girl,5,22,276,46,18,3
10,girl,5,22,276,65,22,4
10,boy,4,30,277,10,22,3
10,boy,4,16,278,23,19,3
10,boy,4,16,278,27,29,4
10,girl,4,13,279,22,15,3
10,girl,4,13,279,23,27,4
11,boy,3,21,280,16,26,3
11,boy,3,21,280,74,21,4
11,boy,3,21,280,34,32,5
11,boy,3,19,284,37,28,3
11,boy,3,19,284,80,18,4
11,boy,3,19,284,57,30,5
11,boy,4,12,285,8,21,3
11,boy,4,12,285,34,17,4
11,boy,4,12,285,19,15,5
11,girl,3,23,287,9,25,3
11,girl,3,23,287,49,30,4
11,girl,3,23,287,35,35,5
11,boy,3,21,288,42,22,3
11,boy,3,21,288,85,31,4
11,boy,3,21,288,35,24,5
11,girl,9,21,289,8,18,3
11,girl,9,21,289,59,25,4
11,girl,9,21,289,11,26,5
11,girl,3,19,290,31,29,3
11,girl,3,19,290,81,25,4
11,girl,3,19,290,31,31,5
11,girl,4,25,291,26,23,3
11,girl,4,25,291,78,30,4
11,girl,4,25,291,40,33,5
11,boy,8,24,292,6,21,3
11,boy,8,24,292,34,27,4
11,boy,8,24,292,7,30,5
11,boy,4,31,293,23,31,3
11,boy,4,31,293,71,32,4
11,boy,4,31,293,33,38,5
11,boy,4,28,294,19,27,3
11,boy,4,28,294,65,25,4
11,boy,6,20,295,14,26,3
11,boy,6,20,295,39,16,4
11,boy,6,20,295,8,29,5
12,girl,4,22,296,59,28,3
12,girl,4,22,296,41,23,4
12,girl,4,22,296,29,34,5
12,boy,4,19,297,17,9,3
12,boy,4,19,297,17,15,4
12,boy,4,19,297,14,15,5
12,girl,4,28,298,87,25,3
12,girl,4,28,298,86,30,4
12,girl,4,28,298,78,34,5
12,boy,5,18,299,66,32,3
12,boy,5,18,299,66,37,4
12,boy,5,18,299,49,37,5
12,boy,1,34,300,79,34,3
12,boy,1,34,300,84,28,4
12,boy,1,34,300,85,32,5
12,boy,9,20,301,2,22,3
12,girl,4,23,302,54,24,3
12,girl,4,23,302,67,19,4
12,girl,7,20,303,32,23,3
12,girl,7,20,303,51,25,4
12,girl,7,20,303,38,30,5
12,girl,2,35,305,82,39,3
12,girl,2,35,305,88,36,4
12,girl,2,35,305,78,38,5
12,girl,4,35,306,80,36,3
12,girl,4,35,306,89,37,4
12,girl,4,35,306,78,39,5
12,boy,3,23,307,41,26,3
12,boy,3,23,307,71,24,4
12,boy,3,23,307,39,21,5
12,girl,8,29,308,65,25,3
12,girl,8,29,308,80,20,4
12,girl,8,29,308,30,32,5
12,girl,3,32,309,76,29,3
12,girl,3,32,309,84,29,4
12,girl,3,32,309,53,36,5
12,girl,6,24,310,54,21,3
12,girl,6,24,310,84,20,4
12,girl,6,24,310,52,27,5
12,boy,7,29,311,53,22,3
12,boy,7,29,311,63,31,4
12,boy,7,29,311,25,30,5
12,boy,4,24,312,31,28,3
12,boy,4,24,312,55,27,4
12,boy,1,25,313,20,23,3
12,boy,1,25,313,33,27,4
12,boy,1,25,313,10,27,5
12,girl,6,14,314,34,19,3
12,girl,6,14,314,62,28,4
12,boy,6,16,315,45,21,3
12,boy,6,16,315,60,31,4
12,girl,5,24,316,77,28,3
12,girl,5,24,316,87,33,4
12,girl,5,24,316,64,37,5
12,girl,4,27,317,83,28,3
12,girl,4,27,317,85,28,4
12,girl,4,27,317,62,33,5
12,girl,3,24,318,73,28,3
12,girl,3,24,318,83,29,4
12,girl,3,24,318,54,24,5
12,boy,4,15,319,12,14,3
12,boy,4,15,319,5,14,5
12,boy,4,19,320,13,21,3
12,boy,4,19,320,50,25,4
12,boy,4,19,320,21,25,5
12,boy,4,27,321,23,22,3
12,boy,4,27,321,76,24,4
12,boy,4,27,321,31,32,5
12,girl,4,29,322,74,32,3
12,girl,4,29,322,78,34,4
12,girl,4,29,322,56,38,5
12,boy,4,15,323,8,16,3
12,boy,4,15,323,31,15,4
12,boy,4,15,323,9,20,5
12,girl,9,24,324,11,25,3
12,girl,9,24,324,53,20,4
12,girl,9,24,324,43,19,5
13,boy,9,33,326,74,37,3
13,boy,9,33,326,80,37,5
13,girl,4,31,327,45,31,3
13,girl,4,31,327,47,30,5
13,girl,5,27,328,81,34,3
13,girl,5,27,328,81,27,4
13,girl,5,27,328,66,28,5
13,girl,4,32,329,60,31,3
13,girl,4,32,329,81,29,4
13,girl,4,29,330,84,33,3
13,girl,4,29,330,86,30,4
13,girl,4,29,330,79,33,5
13,boy,9,24,331,16,26,3
13,boy,9,24,331,81,28,4
13,boy,9,24,331,69,33,5
13,girl,4,30,332,27,25,3
13,girl,4,30,332,74,27,4
13,girl,4,30,332,55,31,5
13,boy,4,22,333,17,21,3
13,boy,4,22,333,52,25,4
13,boy,4,22,333,32,36,5
13,boy,9,26,334,15,28,3
13,boy,9,26,334,50,25,4
13,boy,9,26,334,60,34,5
13,boy,6,21,335,13,21,3
13,boy,6,21,335,43,18,4
13,girl,4,16,336,24,21,3
13,girl,4,16,336,64,10,4
13,girl,4,16,336,16,10,5
13,boy,4,28,337,6,20,3
13,boy,4,28,337,69,11,4
13,boy,4,28,337,39,13,5
13,boy,9,19,338,17,23,3
13,boy,9,19,338,39,24,4
13,boy,9,19,338,42,27,5
13,girl,4,18,339,47,25,3
13,girl,4,18,339,87,28,4
13,girl,4,18,339,59,29,5
13,girl,2,28,340,34,23,3
13,girl,2,28,340,47,12,4
13,girl,2,28,340,37,20,5
13,girl,2,25,341,43,27,3
13,girl,2,25,341,80,27,4
13,girl,2,25,341,52,29,5
13,boy,5,30,342,23,35,3
13,boy,5,30,342,65,34,4
13,boy,5,30,342,43,38,5
13,girl,4,21,343,28,27,3
13,girl,4,21,343,69,20,4
13,girl,4,21,343,33,33,5
13,boy,9,13,344,17,14,3
13,boy,9,13,344,27,19,4
13,boy,4,19,347,20,24,3
13,boy,4,19,347,57,20,4
13,boy,4,19,347,23,35,5
13,boy,2,21,348,15,20,3
13,boy,2,21,348,34,12,4
13,boy,2,21,348,19,32,5
13,girl,5,12,349,30,14,3
13,girl,5,12,349,33,11,4
13,girl,5,12,349,24,37,5
13,boy,6,22,350,13,14,3
13,boy,6,22,350,39,12,4
13,boy,6,22,350,17,21,5
13,girl,2,28,351,34,26,3
13,girl,2,28,351,52,36,5
13,boy,4,15,352,16,15,3
13,boy,4,15,352,25,16,4
13,boy,4,15,352,8,24,5
14,boy,9,16,353,11,14,3
14,boy,9,16,353,20,3,4
14,boy,7,11,354,13,12,3
14,boy,7,11,354,46,7,4
14,boy,7,22,355,59,30,3
14,boy,7,22,355,70,20,4
14,boy,7,22,355,36,29,5
14,girl,9,21,356,31,26,3
14,girl,9,21,356,69,24,4
14,girl,9,21,356,24,33,5
14,girl,4,25,357,61,30,3
14,girl,4,25,357,73,22,4
14,girl,4,25,357,35,30,5
14,girl,9,25,358,42,15,3
14,girl,9,25,358,49,18,4
14,girl,9,25,358,13,26,5
14,girl,7,20,359,48,23,3
14,girl,7,20,359,65,25,4
14,girl,7,20,359,18,28,5
14,girl,9,16,361,48,17,3
14,girl,9,16,361,60,20,4
14,girl,9,16,361,22,19,5
14,boy,4,27,362,22,19,3
14,boy,4,27,362,32,16,4
14,boy,4,27,362,8,22,5
14,boy,4,18,363,14,15,3
14,boy,4,18,363,23,17,4
14,boy,4,18,363,20,26,5
14,boy,5,27,364,16,25,3
14,boy,5,27,364,28,27,4
14,boy,5,27,364,13,30,5
14,boy,9,33,365,88,33,3
14,boy,9,33,365,86,30,4
